# Shopify Product Taxonomy - Categories: 2025-08-unstable
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Animais e produtos para animais de estimação
gid://shopify/TaxonomyCategory/ae-2-1-2-6-1-1    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Fibras para artesanato > Cordões para joias e bijuterias > Fio de miçangas
gid://shopify/TaxonomyCategory/ae-2-1-2-6-1-2    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Fibras para artesanato > Cordões para joias e bijuterias > Rolos de corrente
gid://shopify/TaxonomyCategory/ae-2-1-2-6-2      : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Fibras para artesanato > LInhas
gid://shopify/TaxonomyCategory/ae-2-1-2-6-2-1    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Fibras para artesanato > LInhas > Linha de crochê
gid://shopify/TaxonomyCategory/ae-2-1-2-6-2-2    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Fibras para artesanato > LInhas > Linha de ponto cruz
gid://shopify/TaxonomyCategory/ae-2-1-2-6-2-4    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Fibras para artesanato > LInhas > Linha de quilting
gid://shopify/TaxonomyCategory/ae-2-1-2-6-2-6    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Fibras para artesanato > LInhas > Linha de costura
gid://shopify/TaxonomyCategory/ae-2-1-2-6-2-7    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Fibras para artesanato > LInhas > Linha de estofamento
gid://shopify/TaxonomyCategory/ae-2-1-2-6-3      : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Fibras para artesanato > Fibra não fiada
gid://shopify/TaxonomyCategory/ae-2-1-2-6-3-1    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Fibras para artesanato > Fibra não fiada > Fibra de manta
gid://shopify/TaxonomyCategory/ae-2-1-2-6-3-2    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Fibras para artesanato > Fibra não fiada > Fibra em nuvem
gid://shopify/TaxonomyCategory/ae-2-1-2-6-3-3    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Fibras para artesanato > Fibra não fiada > Fibra de lã
gid://shopify/TaxonomyCategory/ae-2-1-2-6-3-4    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Fibras para artesanato > Fibra não fiada > Fibra para fiar
gid://shopify/TaxonomyCategory/ae-2-1-2-6-3-5    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Fibras para artesanato > Fibra não fiada > Fibra para fiação
gid://shopify/TaxonomyCategory/ae-2-1-2-6-3-6    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Fibras para artesanato > Fibra não fiada > Fibra descontínua
gid://shopify/TaxonomyCategory/ae-2-1-2-6-3-7    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Fibras para artesanato > Fibra não fiada > Fibra superior
gid://shopify/TaxonomyCategory/ae-2-1-2-6-4      : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Fibras para artesanato > Fio
gid://shopify/TaxonomyCategory/ae-2-1-2-7        : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Fios para artesanato
gid://shopify/TaxonomyCategory/ae-2-1-2-7-1      : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Fios para artesanato > Limpadores de cachimbo artesanais
gid://shopify/TaxonomyCategory/ae-2-1-2-7-2      : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Fios para artesanato > Fios florais
gid://shopify/TaxonomyCategory/ae-2-1-2-7-3      : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Fios para artesanato > Fio para bijuteria
gid://shopify/TaxonomyCategory/ae-2-1-2-7-3-1    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Fios para artesanato > Fio para bijuteria > Fio Accu-Flex
gid://shopify/TaxonomyCategory/ae-2-1-2-7-3-2    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Fios para artesanato > Fio para bijuteria > Arame de miçangas
gid://shopify/TaxonomyCategory/ae-2-1-2-7-3-3    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Fios para artesanato > Fio para bijuteria > Fio artesanal
gid://shopify/TaxonomyCategory/ae-2-1-2-7-3-4    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Fios para artesanato > Fio para bijuteria > Fio francês
gid://shopify/TaxonomyCategory/ae-2-1-2-7-3-5    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Fios para artesanato > Fio para bijuteria > Fio com memória
gid://shopify/TaxonomyCategory/ae-2-1-2-7-3-6    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Fios para artesanato > Fio para bijuteria > Fio Soft-Flex
gid://shopify/TaxonomyCategory/ae-2-1-2-7-3-7    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Fios para artesanato > Fio para bijuteria > Fio Tiger Tail
gid://shopify/TaxonomyCategory/ae-2-1-2-8        : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos
gid://shopify/TaxonomyCategory/ae-2-1-2-8-1      : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Remendos e apliques
gid://shopify/TaxonomyCategory/ae-2-1-2-8-1-1    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Remendos e apliques > Remendos de miçangas
gid://shopify/TaxonomyCategory/ae-2-1-2-8-1-2    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Remendos e apliques > Remendos enfeitados
gid://shopify/TaxonomyCategory/ae-2-1-2-8-1-3    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Remendos e apliques > Remendos bordados
gid://shopify/TaxonomyCategory/ae-2-1-2-8-1-4    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Remendos e apliques > Remendos de tecido
gid://shopify/TaxonomyCategory/ae-2-1-2-8-1-5    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Remendos e apliques > Apliques para passar a ferro
gid://shopify/TaxonomyCategory/ae-2-1-2-8-1-6    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Remendos e apliques > Remendos de motivos
gid://shopify/TaxonomyCategory/ae-2-1-2-8-1-7    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Remendos e apliques > Remendos com lantejoulas
gid://shopify/TaxonomyCategory/ae-2-1-2-8-1-8    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Remendos e apliques > Apliques costurados
gid://shopify/TaxonomyCategory/ae-2-1-2-8-2      : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Contas
gid://shopify/TaxonomyCategory/ae-2-1-2-8-3      : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Laços e ioiôs
gid://shopify/TaxonomyCategory/ae-2-1-2-8-4      : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Adesivos decorativos
gid://shopify/TaxonomyCategory/ae-2-1-2-8-4-1    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Adesivos decorativos > Adesivos decorativos 3D
gid://shopify/TaxonomyCategory/ae-2-1-2-8-4-2    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Adesivos decorativos > Adesivos decorativos em relevo
gid://shopify/TaxonomyCategory/ae-2-1-2-8-4-4    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Adesivos decorativos > Adesivos decorativos fofos
gid://shopify/TaxonomyCategory/ae-2-1-2-8-5      : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Elástico
gid://shopify/TaxonomyCategory/ae-2-1-2-8-5-1    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Elástico > Enfeites trançados
gid://shopify/TaxonomyCategory/ae-2-1-2-8-5-2    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Elástico > Casas de botão
gid://shopify/TaxonomyCategory/ae-2-1-2-8-5-3    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Elástico > Enfeites claros
gid://shopify/TaxonomyCategory/ae-2-1-2-8-5-4    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Elástico > Enfeites dobráveis
gid://shopify/TaxonomyCategory/ae-2-1-2-8-5-5    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Elástico > Enfeites de malha
gid://shopify/TaxonomyCategory/ae-2-1-2-8-5-6    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Elástico > Enfeites de tecido
gid://shopify/TaxonomyCategory/ae-2-1-2-8-6      : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Penas
gid://shopify/TaxonomyCategory/ae-2-1-2-8-6-1    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Penas > Penas de ganso
gid://shopify/TaxonomyCategory/ae-2-1-2-8-6-2    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Penas > Penas de marabu
gid://shopify/TaxonomyCategory/ae-2-1-2-8-6-3    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Penas > Penas de avestruz
gid://shopify/TaxonomyCategory/ae-2-1-2-8-6-4    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Penas > Penas de pavão
gid://shopify/TaxonomyCategory/ae-2-1-2-8-6-5    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Penas > Penas de galo
gid://shopify/TaxonomyCategory/ae-2-1-2-8-6-6    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Penas > Penas sintéticas
gid://shopify/TaxonomyCategory/ae-2-1-2-8-6-7    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Penas > Penas de peru
gid://shopify/TaxonomyCategory/ae-2-1-2-8-7      : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Componentes de joias
gid://shopify/TaxonomyCategory/ae-2-1-2-8-8      : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Pedras preciosas
gid://shopify/TaxonomyCategory/ae-2-1-2-8-8-1    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Pedras preciosas > Pedras acrílicas
gid://shopify/TaxonomyCategory/ae-2-1-2-8-8-2    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Pedras preciosas > Cabochões
gid://shopify/TaxonomyCategory/ae-2-1-2-8-8-3    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Pedras preciosas > Cristais
gid://shopify/TaxonomyCategory/ae-2-1-2-8-8-4    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Pedras preciosas > Pedras drusas
gid://shopify/TaxonomyCategory/ae-2-1-2-8-8-5    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Pedras preciosas > Pedras de vidro
gid://shopify/TaxonomyCategory/ae-2-1-2-8-8-6    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Pedras preciosas > Pedras naturais
gid://shopify/TaxonomyCategory/ae-2-1-2-8-8-7    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Pedras preciosas > Pérolas
gid://shopify/TaxonomyCategory/ae-2-1-2-8-9      : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Strass
gid://shopify/TaxonomyCategory/ae-2-1-2-8-9-1    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Strass > Tarraxas plana
gid://shopify/TaxonomyCategory/ae-2-1-2-8-9-2    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Strass > Strass hotfix
gid://shopify/TaxonomyCategory/ae-2-1-2-8-9-3    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Strass > Strass autoadesivos
gid://shopify/TaxonomyCategory/ae-2-1-2-8-9-4    : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Strass > Strass costurados
gid://shopify/TaxonomyCategory/ae-2-1-2-8-10     : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Fitas e ornamentos
gid://shopify/TaxonomyCategory/ae-2-1-2-8-10-1   : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Fitas e ornamentos > Ornamentos com miçangas
gid://shopify/TaxonomyCategory/ae-2-1-2-8-10-2   : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Fitas e ornamentos > Ornamento com franja
gid://shopify/TaxonomyCategory/ae-2-1-2-8-10-3   : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Fitas e ornamentos > Fitas de gorgorão
gid://shopify/TaxonomyCategory/ae-2-1-2-8-10-4   : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Fitas e ornamentos > Ornamento com laço
gid://shopify/TaxonomyCategory/ae-2-1-2-8-10-5   : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Fitas e ornamentos > Fitas de organza
gid://shopify/TaxonomyCategory/ae-2-1-2-8-10-6   : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Fitas e ornamentos > Ornamento com pompom
gid://shopify/TaxonomyCategory/ae-2-1-2-8-10-7   : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Fitas e ornamentos > Ornamento de ric rac
gid://shopify/TaxonomyCategory/ae-2-1-2-8-10-8   : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Fitas e ornamentos > Fitas de cetim
gid://shopify/TaxonomyCategory/ae-2-1-2-8-10-9   : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Fitas e ornamentos > Ornamento de lantejoulas
gid://shopify/TaxonomyCategory/ae-2-1-2-8-10-10  : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Fitas e ornamentos > Ornamento de borla
gid://shopify/TaxonomyCategory/ae-2-1-2-8-10-11  : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Fitas e ornamentos > Fitas de veludo
gid://shopify/TaxonomyCategory/ae-2-1-2-8-11     : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Lantejoulas e glitter
gid://shopify/TaxonomyCategory/ae-2-1-2-8-11-1   : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Lantejoulas e glitter > Flocos com brilho
gid://shopify/TaxonomyCategory/ae-2-1-2-8-11-2   : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Lantejoulas e glitter > Cola com brilho
gid://shopify/TaxonomyCategory/ae-2-1-2-8-11-3   : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Lantejoulas e glitter > Pó com brilho
gid://shopify/TaxonomyCategory/ae-2-1-2-8-11-4   : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Lantejoulas e glitter > Brilho solto
gid://shopify/TaxonomyCategory/ae-2-1-2-8-11-5   : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Lantejoulas e glitter > Lantejoulas
gid://shopify/TaxonomyCategory/ae-2-1-2-8-12     : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Etiquetas costuráveis
gid://shopify/TaxonomyCategory/ae-2-1-2-8-12-1   : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Etiquetas costuráveis > Etiquetas de cuidados
gid://shopify/TaxonomyCategory/ae-2-1-2-8-12-2   : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Etiquetas costuráveis > Etiquetas personalizadas
gid://shopify/TaxonomyCategory/ae-2-1-2-8-12-3   : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Etiquetas costuráveis > Etiquetas de logotipo
gid://shopify/TaxonomyCategory/ae-2-1-2-8-12-4   : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Etiquetas costuráveis > Etiquetas de nome
gid://shopify/TaxonomyCategory/ae-2-1-2-8-12-5   : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Enfeites e ornamentos > Etiquetas costuráveis > Etiquetas de tamanho
gid://shopify/TaxonomyCategory/ae-2-1-2-9        : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Pó para gravação em alto relevo
gid://shopify/TaxonomyCategory/ae-2-1-2-10       : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Materiais de recheio e enchimento
gid://shopify/TaxonomyCategory/ae-2-1-2-10-1     : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Materiais de recheio e enchimento > Fibras para enchimento
gid://shopify/TaxonomyCategory/ae-2-1-2-10-2     : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Materiais de recheio e enchimento > Grãos para enchimento
gid://shopify/TaxonomyCategory/ae-2-1-2-10-3     : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Materiais de recheio e enchimento > Moldes para travesseiros
gid://shopify/TaxonomyCategory/ae-2-1-2-11       : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Couro e vinil
gid://shopify/TaxonomyCategory/ae-2-1-2-17       : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Materiais para artes olfativas
gid://shopify/TaxonomyCategory/ae-2-1-2-17-1     : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Materiais para artes olfativas > Materiais para fazer velas
gid://shopify/TaxonomyCategory/ae-2-1-2-17-1-1   : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Materiais para artes olfativas > Materiais para fazer velas > Ceras naturais para vela
gid://shopify/TaxonomyCategory/ae-2-1-2-17-1-1-1 : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Materiais para artes olfativas > Materiais para fazer velas > Ceras naturais para vela > Cera de abelha
gid://shopify/TaxonomyCategory/ae-2-1-2-17-1-1-2 : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Materiais para artes olfativas > Materiais para fazer velas > Ceras naturais para vela > Cera em gel
gid://shopify/TaxonomyCategory/ae-2-1-2-17-1-1-3 : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Materiais para artes olfativas > Materiais para fazer velas > Ceras naturais para vela > Cera de palma
gid://shopify/TaxonomyCategory/ae-2-1-2-17-1-1-4 : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Materiais para artes olfativas > Materiais para fazer velas > Ceras naturais para vela > Parafina
gid://shopify/TaxonomyCategory/ae-2-1-2-17-1-1-5 : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Materiais para artes olfativas > Materiais para fazer velas > Ceras naturais para vela > Cera de soja
gid://shopify/TaxonomyCategory/ae-2-1-2-17-1-2   : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Materiais para artes olfativas > Materiais para fazer velas > Discos de metal para confecção de velas
gid://shopify/TaxonomyCategory/ae-2-1-2-17-1-2-1 : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Materiais para artes olfativas > Materiais para fazer velas > Discos de metal para confecção de velas > Discos de metal para pavio
gid://shopify/TaxonomyCategory/ae-2-1-2-17-1-2-2 : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Materiais para artes olfativas > Materiais para fazer velas > Discos de metal para confecção de velas > Discos de metal para pavio autoadesivos
gid://shopify/TaxonomyCategory/ae-2-1-2-17-1-3   : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Materiais para artes olfativas > Materiais para fazer velas > Pavios
gid://shopify/TaxonomyCategory/ae-2-1-2-17-1-3-2 : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Materiais para artes olfativas > Materiais para fazer velas > Pavios > Pavios pré-cortados
gid://shopify/TaxonomyCategory/ae-2-1-2-17-1-3-1 : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Materiais para artes olfativas > Materiais para fazer velas > Pavios > Pavios pré-encerados
gid://shopify/TaxonomyCategory/ae-2-1-2-17-2     : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Materiais para artes olfativas > Ingredientes de perfumaria
gid://shopify/TaxonomyCategory/ae-2-1-2-17-2-2   : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Materiais para artes olfativas > Ingredientes de perfumaria > Bases
gid://shopify/TaxonomyCategory/ae-2-1-2-17-2-1   : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Materiais para artes olfativas > Ingredientes de perfumaria > Ingredientes da fragrância
gid://shopify/TaxonomyCategory/ae-2-1-2-12       : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Materiais para cerâmica e escultura
gid://shopify/TaxonomyCategory/ae-2-1-2-12-1     : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Materiais para cerâmica e escultura > Massa em argila e para modelagem
gid://shopify/TaxonomyCategory/ae-2-1-2-12-1-1   : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Materiais para cerâmica e escultura > Massa em argila e para modelagem > Argila
gid://shopify/TaxonomyCategory/ae-2-1-2-12-1-1-1 : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Materiais para cerâmica e escultura > Massa em argila e para modelagem > Argila > Argila de secagem ao ar
gid://shopify/TaxonomyCategory/ae-2-1-2-12-1-1-2 : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Materiais para cerâmica e escultura > Massa em argila e para modelagem > Argila > Argila para secagem no forno
gid://shopify/TaxonomyCategory/ae-2-1-2-12-1-1-3 : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Materiais para cerâmica e escultura > Massa em argila e para modelagem > Argila > Argila de polímero
gid://shopify/TaxonomyCategory/ae-2-1-2-12-1-1-4 : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Materiais para cerâmica e escultura > Massa em argila e para modelagem > Argila > Argila de escultura
gid://shopify/TaxonomyCategory/ae-2-1-2-12-1-1-5 : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Materiais para cerâmica e escultura > Massa em argila e para modelagem > Argila > Argila auto-endurecedora
gid://shopify/TaxonomyCategory/ae-2-1-2-12-1-2   : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Materiais para cerâmica e escultura > Massa em argila e para modelagem > Massa de modelar
gid://shopify/TaxonomyCategory/ae-2-1-2-12-2     : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Materiais para cerâmica e escultura > Misturas para papel machê
gid://shopify/TaxonomyCategory/ae-2-1-2-12-3     : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Materiais para cerâmica e escultura > Gaze com gesso
gid://shopify/TaxonomyCategory/ae-2-1-2-12-3-1   : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Materiais para cerâmica e escultura > Gaze com gesso > Rolos de gaze com gesso
gid://shopify/TaxonomyCategory/ae-2-1-2-12-3-2   : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Materiais para cerâmica e escultura > Gaze com gesso > Tiras de gaze com gesso
gid://shopify/TaxonomyCategory/ae-2-1-2-12-4     : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Materiais para cerâmica e escultura > Pedaços de cerâmica
gid://shopify/TaxonomyCategory/ae-2-1-2-14       : Artes e entretenimento > Hobbies e artes > Arte e artesanato > Materiais de arte e de artesanato > Tecidos
