# Shopify Product Taxonomy - Attributes: 2026-08-unstable
# Format: {GID} : {Attribute name}

gid://shopify/TaxonomyAttribute/5398  : 3Dメガネのフィットデザイン
gid://shopify/TaxonomyAttribute/8189  : 対応シフタータイプ
gid://shopify/TaxonomyAttribute/7287  : 対応スケート競技
gid://shopify/TaxonomyAttribute/7288  : 互換性のあるスノーシューデッキタイプ
gid://shopify/TaxonomyAttribute/2667  : 使用可能なソフトウェアプラットフォーム
gid://shopify/TaxonomyAttribute/2524  : 使用可能な特殊効果機器
gid://shopify/TaxonomyAttribute/9281  : 互換性のある特殊効果照明機能
gid://shopify/TaxonomyAttribute/9282  : 互換性のある回転式ホイール駆動システム
gid://shopify/TaxonomyAttribute/7289  : 互換性のあるスポークゲージ
gid://shopify/TaxonomyAttribute/8190  : 互換性のあるステアリングホイールエアバッグ
gid://shopify/TaxonomyAttribute/8191  : 互換性のあるステアリングホイールコントロールボタン
gid://shopify/TaxonomyAttribute/9283  : 対応ステンシル素材
gid://shopify/TaxonomyAttribute/9284  : 互換性のあるステンシルメディア形式
gid://shopify/TaxonomyAttribute/5803  : 対応ストーブ燃料タイプ
gid://shopify/TaxonomyAttribute/3148  : 対応ストーブトップタイプ
gid://shopify/TaxonomyAttribute/5804  : 対応ストーブのタイプ
gid://shopify/TaxonomyAttribute/8192  : 互換性のあるストラップリトラクター
gid://shopify/TaxonomyAttribute/2433  : 使用可能な弦楽器
gid://shopify/TaxonomyAttribute/9285  : 対応弦楽器仕上げ
gid://shopify/TaxonomyAttribute/1750  : 使用可能なベビーカーの種類
gid://shopify/TaxonomyAttribute/8193  : 対応基板素材
gid://shopify/TaxonomyAttribute/9286  : 互換性のある表面
gid://shopify/TaxonomyAttribute/8194  : 対応表面素材
gid://shopify/TaxonomyAttribute/8195  : 対応ティアオフシステム
gid://shopify/TaxonomyAttribute/8196  : 互換性のあるサーモスタットタイプ
gid://shopify/TaxonomyAttribute/9287  : 互換性のあるスレッド
gid://shopify/TaxonomyAttribute/9289  : 互換性のあるスレッドおよびヤーンツール
gid://shopify/TaxonomyAttribute/9288  : 互換性のあるスレッド／スプールフォーマット
gid://shopify/TaxonomyAttribute/8197  : 互換性のあるタイヤ適用
gid://shopify/TaxonomyAttribute/6290  : 適合するティッシュボックスの種類
gid://shopify/TaxonomyAttribute/9290  : 互換性のあるタムパッドマウント
gid://shopify/TaxonomyAttribute/6393  : 対応トイ車両スケール
gid://shopify/TaxonomyAttribute/5805  : 適合するトラクターの種類
gid://shopify/TaxonomyAttribute/7290  : 対応トレーニング機器
gid://shopify/TaxonomyAttribute/7291  : 互換性のあるトレッドミル設計
gid://shopify/TaxonomyAttribute/7292  : 対応チューブ
gid://shopify/TaxonomyAttribute/5806  : 対応アンブレラのタイプ
gid://shopify/TaxonomyAttribute/1369  : 適合する掃除機のタイプ
gid://shopify/TaxonomyAttribute/6394  : 対応バルブタイプ
gid://shopify/TaxonomyAttribute/7706  : 互換性のある気化素材
gid://shopify/TaxonomyAttribute/1714  : 適合車種
gid://shopify/TaxonomyAttribute/8199  : 互換性のある車両のフロントガラス洗浄液
gid://shopify/TaxonomyAttribute/8200  : 対応バイザーシステム
gid://shopify/TaxonomyAttribute/5439  : 対応音声アシスタント
gid://shopify/TaxonomyAttribute/1588  : 使用可能な歩行補助用品
gid://shopify/TaxonomyAttribute/5807  : 対応洗濯機のタイプ
gid://shopify/TaxonomyAttribute/5808  : 対応する廃棄物容器の種類
gid://shopify/TaxonomyAttribute/8201  : 対応水板タイプ
gid://shopify/TaxonomyAttribute/5809  : 対応ウォータークーラーのタイプ
gid://shopify/TaxonomyAttribute/6291  : 対応温水器のタイプ
gid://shopify/TaxonomyAttribute/7293  : 互換性のあるウォータースポーツボードタイプ
gid://shopify/TaxonomyAttribute/8202  : 互換性のある船舶通信規格
gid://shopify/TaxonomyAttribute/8203  : 互換性のある船舶用エンジンタイプ
gid://shopify/TaxonomyAttribute/5201  : 対応ワックス容器サイズ
gid://shopify/TaxonomyAttribute/5202  : 対応ワックス形態
gid://shopify/TaxonomyAttribute/1235  : 対応ウェイトリフティング関連用品
gid://shopify/TaxonomyAttribute/7294  : 互換性のあるウェイトプレートの直径
gid://shopify/TaxonomyAttribute/8204  : 互換性のあるホイール仕上げ
gid://shopify/TaxonomyAttribute/9291  : 互換性のあるホイールドライブバンドタイプ
gid://shopify/TaxonomyAttribute/9292  : 互換性のある芯シリーズ
gid://shopify/TaxonomyAttribute/9293  : 互換性のあるワインダーヘッド／ビット
gid://shopify/TaxonomyAttribute/8205  : 互換性のあるウインドラスロープ
gid://shopify/TaxonomyAttribute/8206  : 互換性のあるフロントガラスタイプ
gid://shopify/TaxonomyAttribute/9294  : 対応ウッド
gid://shopify/TaxonomyAttribute/5810  : 対応ラップ素材
gid://shopify/TaxonomyAttribute/9295  : 対応筆記面
gid://shopify/TaxonomyAttribute/9296  : 対応ジッパーサイズ
gid://shopify/TaxonomyAttribute/8207  : コンプライアンス認証
gid://shopify/TaxonomyAttribute/2643  : コンプライアンス認証
gid://shopify/TaxonomyAttribute/5479  : コンポーネント取り付けスタイル
gid://shopify/TaxonomyAttribute/1831  : コンポーネントの出力タイプ
gid://shopify/TaxonomyAttribute/1829  : コンポーネントパッケージのタイプ
gid://shopify/TaxonomyAttribute/8208  : コンポーネントの位置
gid://shopify/TaxonomyAttribute/5491  : コンポーネントサイズコード
gid://shopify/TaxonomyAttribute/5488  : コンポーネント許容誤差
gid://shopify/TaxonomyAttribute/5670  : 含まれるコンポーネント
gid://shopify/TaxonomyAttribute/5811  : コンポストエアレーターのデザイン
gid://shopify/TaxonomyAttribute/5812  : コンポストの形式
gid://shopify/TaxonomyAttribute/5813  : コンポストソース素材
gid://shopify/TaxonomyAttribute/5458  : コンプレッション回路タイプ
gid://shopify/TaxonomyAttribute/1966  : 圧縮形式
gid://shopify/TaxonomyAttribute/1595  : 圧縮レベル
gid://shopify/TaxonomyAttribute/5814  : 圧縮方法
gid://shopify/TaxonomyAttribute/1897  : コンピューター関連商品 (詳細)
gid://shopify/TaxonomyAttribute/1871  : コンピューター形式
gid://shopify/TaxonomyAttribute/3078  : コンピュータサーバの機能
gid://shopify/TaxonomyAttribute/3077  : コンピュータ専用機能
gid://shopify/TaxonomyAttribute/7707  : 濃度レベル
gid://shopify/TaxonomyAttribute/8209  : コンセントレートタイプ
gid://shopify/TaxonomyAttribute/9297  : コンサートバスドラム用マウントスタンドタイプ
gid://shopify/TaxonomyAttribute/9298  : コンサートピッチ標準
gid://shopify/TaxonomyAttribute/2463  : コンサーティーナのボタン構成
gid://shopify/TaxonomyAttribute/7708  : 調味料の形状
gid://shopify/TaxonomyAttribute/7709  : 調味料の質感
gid://shopify/TaxonomyAttribute/2360  : 状態
gid://shopify/TaxonomyAttribute/1652  : コンディショナー効果
gid://shopify/TaxonomyAttribute/5194  : コンドーム適合性
gid://shopify/TaxonomyAttribute/5113  : コンドームフィットタイプ
gid://shopify/TaxonomyAttribute/1557  : コンドームの種類
gid://shopify/TaxonomyAttribute/5114  : 導電性ジェル用途
gid://shopify/TaxonomyAttribute/5481  : 導体コアタイプ
gid://shopify/TaxonomyAttribute/9299  : 紙吹雪フォーマット
gid://shopify/TaxonomyAttribute/9300  : コンガヘッドテンションシステム
gid://shopify/TaxonomyAttribute/9301  : コンガセットに含まれるドラムタイプ
gid://shopify/TaxonomyAttribute/2144  : 接続ネジ
gid://shopify/TaxonomyAttribute/2028  : 接続方法
gid://shopify/TaxonomyAttribute/1811  : 接続タイプ
gid://shopify/TaxonomyAttribute/1272  : 接続技術
gid://shopify/TaxonomyAttribute/5485  : 接続タイプ
gid://shopify/TaxonomyAttribute/5561  : コネクター1タイプ
gid://shopify/TaxonomyAttribute/5560  : コネクター2タイプ
gid://shopify/TaxonomyAttribute/8210  : コネクターケーススタイル
gid://shopify/TaxonomyAttribute/5550  : コネクター接点のメッキ
gid://shopify/TaxonomyAttribute/2129  : コネクタの種類
gid://shopify/TaxonomyAttribute/1830  : コネクタの性別
gid://shopify/TaxonomyAttribute/5549  : コネクターの取り付けスタイル
gid://shopify/TaxonomyAttribute/5551  : コネクターの向き
gid://shopify/TaxonomyAttribute/5650  : コネクターの位置
gid://shopify/TaxonomyAttribute/5480  : コネクタタイプ
gid://shopify/TaxonomyAttribute/5421  : コンソール付属アクセサリー
gid://shopify/TaxonomyAttribute/8211  : コンソールカバーの取り付け方法
gid://shopify/TaxonomyAttribute/7295  : コンソール表示タイプ
gid://shopify/TaxonomyAttribute/1969  : コンソールシステム
gid://shopify/TaxonomyAttribute/5422  : コンソールタイプ
gid://shopify/TaxonomyAttribute/1629  : 構成成分
gid://shopify/TaxonomyAttribute/5678  : 構造
gid://shopify/TaxonomyAttribute/7296  : 建築設計
gid://shopify/TaxonomyAttribute/2770  : 工事セットのテーマ
gid://shopify/TaxonomyAttribute/7297  : 接触角
gid://shopify/TaxonomyAttribute/9302  : コンタクトジャグリングボール充填タイプ
gid://shopify/TaxonomyAttribute/9303  : コンタクトジャグリングボールの透明度
gid://shopify/TaxonomyAttribute/5216  : 付属のコンタクトレンズケースアクセサリー
gid://shopify/TaxonomyAttribute/5217  : コンタクトレンズケース機能
gid://shopify/TaxonomyAttribute/5221  : コンタクトレンズ素材
gid://shopify/TaxonomyAttribute/5578  : 接点材料
gid://shopify/TaxonomyAttribute/9304  : コンタクト表面素材
gid://shopify/TaxonomyAttribute/7710  : コンテナ素材
gid://shopify/TaxonomyAttribute/7298  : 汚染物質の除去
gid://shopify/TaxonomyAttribute/9305  : コントラアルトクラリネットの本体構造
gid://shopify/TaxonomyAttribute/9306  : コントラアルトクラリネットの最低音域拡張
gid://shopify/TaxonomyAttribute/9307  : コントラバスクラリネットのベルタイプ
gid://shopify/TaxonomyAttribute/9308  : コントラバスクラリネットボアタイプ
gid://shopify/TaxonomyAttribute/9309  : コントラバスクラリネット最低音
gid://shopify/TaxonomyAttribute/1990  : コントラスト
gid://shopify/TaxonomyAttribute/1955  : コントラスト比 (標準)
gid://shopify/TaxonomyAttribute/8212  : コントロールアームブッシュの素材
gid://shopify/TaxonomyAttribute/8213  : コントロールアームブッシュ付き
gid://shopify/TaxonomyAttribute/8214  : コントロールアーム仕上げ
gid://shopify/TaxonomyAttribute/8215  : コントロールアームグリースニップルタイプ
gid://shopify/TaxonomyAttribute/8216  : コントロールアームの素材
gid://shopify/TaxonomyAttribute/8217  : コントロールアームの位置
gid://shopify/TaxonomyAttribute/8218  : コントロールアームのスタイル
gid://shopify/TaxonomyAttribute/8219  : コントロールケーブルコネクタータイプ
gid://shopify/TaxonomyAttribute/2413  : 制御機能
gid://shopify/TaxonomyAttribute/5456  : コントロールインターフェース
gid://shopify/TaxonomyAttribute/2558  : 制御方法
gid://shopify/TaxonomyAttribute/5101  : コントロール溶液レベル
gid://shopify/TaxonomyAttribute/1359  : 制御技術
gid://shopify/TaxonomyAttribute/1331  : 制御タイプ
gid://shopify/TaxonomyAttribute/9310  : 制御電圧またはゲート接続
gid://shopify/TaxonomyAttribute/2556  : コントローラーの設計
gid://shopify/TaxonomyAttribute/2559  : コントローラー駆動タイプ
gid://shopify/TaxonomyAttribute/7299  : コントローラー機能
gid://shopify/TaxonomyAttribute/8220  : コントローラータイプ
gid://shopify/TaxonomyAttribute/5539  : 変換方向
gid://shopify/TaxonomyAttribute/8221  : コンバージョンキットの冷却方法
gid://shopify/TaxonomyAttribute/8222  : コンバージョンキットの設置の複雑さ
gid://shopify/TaxonomyAttribute/6894  : 変換したベッドサイズ
gid://shopify/TaxonomyAttribute/1986  : コンバーターの機能
gid://shopify/TaxonomyAttribute/6895  : コンバーチブル構造
gid://shopify/TaxonomyAttribute/6896  : コンバーチブルハイチェアモード
gid://shopify/TaxonomyAttribute/2584  : コンベヤーの運転
gid://shopify/TaxonomyAttribute/7711  : Cookieデコレーションキットアイテム付き
gid://shopify/TaxonomyAttribute/7712  : Cookieの種類
gid://shopify/TaxonomyAttribute/4049  : 調理用コンパートメント
gid://shopify/TaxonomyAttribute/5815  : 調理用ジェル燃料ベース
gid://shopify/TaxonomyAttribute/1493  : 調理方法
gid://shopify/TaxonomyAttribute/7713  : 調理状態
gid://shopify/TaxonomyAttribute/5816  : 調理表面の質感
gid://shopify/TaxonomyAttribute/5817  : 調理用温度計のデザイン
gid://shopify/TaxonomyAttribute/1487  : クッキングワイン各種
gid://shopify/TaxonomyAttribute/5818  : 調理器具のコーティング材
gid://shopify/TaxonomyAttribute/5819  : 調理器具のコーティングタイプ
gid://shopify/TaxonomyAttribute/3361  : 調理器具が含まれています
gid://shopify/TaxonomyAttribute/5820  : 調理器具のふたのスタイル
gid://shopify/TaxonomyAttribute/3147  : 調理器具/ベークウェアの機能
gid://shopify/TaxonomyAttribute/2811  : 調理器具/ベークウェア素材
gid://shopify/TaxonomyAttribute/8223  : クーラント添加剤使用目的
gid://shopify/TaxonomyAttribute/8224  : クーラントベース液
gid://shopify/TaxonomyAttribute/8225  : クーラント出口連携スタイル
gid://shopify/TaxonomyAttribute/8226  : クーラント出口ネック角度
gid://shopify/TaxonomyAttribute/8227  : クーラント技術
gid://shopify/TaxonomyAttribute/8228  : 冷却水温度センサーポート
gid://shopify/TaxonomyAttribute/8229  : 冷却水温度センサーシールタイプ
gid://shopify/TaxonomyAttribute/5821  : クーラーのスタイル
gid://shopify/TaxonomyAttribute/8230  : 冷却システムコンポーネント付き
gid://shopify/TaxonomyAttribute/8231  : 冷却システムフラッシュ適用ステップ
gid://shopify/TaxonomyAttribute/8232  : 冷却系タイプ
gid://shopify/TaxonomyAttribute/1872  : 冷却技術
gid://shopify/TaxonomyAttribute/2118  : コード固定システム
gid://shopify/TaxonomyAttribute/9311  : コード素材
gid://shopify/TaxonomyAttribute/5003  : コードレス電話の周波数帯域
gid://shopify/TaxonomyAttribute/9312  : コアタイプ（低音ストリング）
gid://shopify/TaxonomyAttribute/9313  : コルクグリース基材
gid://shopify/TaxonomyAttribute/9314  : コルクグリースの形状
gid://shopify/TaxonomyAttribute/5822  : コルク栓抜きの付属アクセサリー
gid://shopify/TaxonomyAttribute/5823  : コルク栓抜きのヒンジタイプ
gid://shopify/TaxonomyAttribute/5824  : コルク栓抜きツール付属
gid://shopify/TaxonomyAttribute/7714  : トウモロコシの見た目
gid://shopify/TaxonomyAttribute/7715  : コーンシロップの種類
gid://shopify/TaxonomyAttribute/7716  : コーンの種類
gid://shopify/TaxonomyAttribute/7300  : コーナー対応性
gid://shopify/TaxonomyAttribute/7301  : コーナーフラッグの機能
gid://shopify/TaxonomyAttribute/9315  : コルネット用マウスピースのシャンクタイプ
gid://shopify/TaxonomyAttribute/7302  : コーンホールリーグ認定
gid://shopify/TaxonomyAttribute/3155  : 補正機能
gid://shopify/TaxonomyAttribute/8233  : 耐腐食性
gid://shopify/TaxonomyAttribute/8234  : 耐腐食性レベル
gid://shopify/TaxonomyAttribute/2494  : コサージュ/ブートニアの種類
gid://shopify/TaxonomyAttribute/1857  : 外観状態
gid://shopify/TaxonomyAttribute/1614  : 化粧仕上げ
gid://shopify/TaxonomyAttribute/1630  : 美容機能
gid://shopify/TaxonomyAttribute/5242  : 化粧品セットタイプ
gid://shopify/TaxonomyAttribute/6663  : 衣装のコンポーネント付き
gid://shopify/TaxonomyAttribute/2564  : コスチュームのテーマ
gid://shopify/TaxonomyAttribute/5303  : コットンボールサイズ
gid://shopify/TaxonomyAttribute/9316  : 綿織物タイプ
gid://shopify/TaxonomyAttribute/2577  : カウンターの形状
gid://shopify/TaxonomyAttribute/7303  : カウンタータイプ
gid://shopify/TaxonomyAttribute/7304  : カウンターウェイト充填材
gid://shopify/TaxonomyAttribute/7305  : カウンターウェイトタイプ
gid://shopify/TaxonomyAttribute/2364  : 国
gid://shopify/TaxonomyAttribute/9317  : カプラーシステム
gid://shopify/TaxonomyAttribute/7306  : コート表面の適合性
gid://shopify/TaxonomyAttribute/1784  : ケープ開閉部のデザイン
gid://shopify/TaxonomyAttribute/3012  : カバー機能
gid://shopify/TaxonomyAttribute/7307  : カバーフィットスタイル
gid://shopify/TaxonomyAttribute/8235  : カバーフィットタイプ
gid://shopify/TaxonomyAttribute/1341  : カバーの素材
gid://shopify/TaxonomyAttribute/2707  : カバーの種類
gid://shopify/TaxonomyAttribute/5261  : カバレッジレベル
gid://shopify/TaxonomyAttribute/2659  : 対象地域
gid://shopify/TaxonomyAttribute/9318  : カウベルビータータイプ
gid://shopify/TaxonomyAttribute/9319  : カウベルマウント方法
gid://shopify/TaxonomyAttribute/9320  : カウベルサウンドキャラクター
gid://shopify/TaxonomyAttribute/6897  : ゆりかごの容量
gid://shopify/TaxonomyAttribute/9321  : Craftカッター／エンボス加工機の操作
gid://shopify/TaxonomyAttribute/3277  : クラフトカッター/エンボスタイプ
gid://shopify/TaxonomyAttribute/9322  : CraftデコレーションMaker用アクセサリー付き
gid://shopify/TaxonomyAttribute/3278  : 工芸品装飾メーカータイプ
gid://shopify/TaxonomyAttribute/9323  : Craftホイル適用方法
gid://shopify/TaxonomyAttribute/9324  : Craftホイル形式
gid://shopify/TaxonomyAttribute/9325  : Craft接着剤仕上げ
gid://shopify/TaxonomyAttribute/2345  : クラフトナイフの種類
gid://shopify/TaxonomyAttribute/9326  : Craftマグネット適用
gid://shopify/TaxonomyAttribute/9327  : Craftマグネットの保持力レベル
gid://shopify/TaxonomyAttribute/9328  : Craft整理収納機能
gid://shopify/TaxonomyAttribute/3273  : クラフトパイプクリーナー設計
gid://shopify/TaxonomyAttribute/2321  : クラフト制作の種類
gid://shopify/TaxonomyAttribute/9329  : Craftスコアリングボード付き
gid://shopify/TaxonomyAttribute/9330  : Craftスコアリングボード測定システム
gid://shopify/TaxonomyAttribute/9331  : Craftワイヤーの仕上げ／コーティング
gid://shopify/TaxonomyAttribute/9332  : Craft木材の表面処理
gid://shopify/TaxonomyAttribute/2329  : クラフト/彫刻制作の種類
gid://shopify/TaxonomyAttribute/3015  : フレーム/ストレッチャー機能の作成
gid://shopify/TaxonomyAttribute/3013  : クラフトマット/パッドの特徴
gid://shopify/TaxonomyAttribute/2873  : クランプンアタッチメントタイプ
gid://shopify/TaxonomyAttribute/7308  : クランクスピンドルインターフェース
gid://shopify/TaxonomyAttribute/8236  : クランクシャフトバランスタイプ
gid://shopify/TaxonomyAttribute/8237  : クランクシャフトボルトパターン
gid://shopify/TaxonomyAttribute/8238  : クランクシャフトセンサーリラクタータイプ
gid://shopify/TaxonomyAttribute/6395  : クラップスアクセサリー付き
gid://shopify/TaxonomyAttribute/9333  : クラッシュシンバルプロファイル
gid://shopify/TaxonomyAttribute/9334  : クラッシュシンバルサウンドキャラクター
gid://shopify/TaxonomyAttribute/7309  : クラッシュパッドのサイズクラス
gid://shopify/TaxonomyAttribute/8239  : クレートエンジン組立レベル
gid://shopify/TaxonomyAttribute/7717  : クリームベース成分
gid://shopify/TaxonomyAttribute/7718  : クリームチーズベース
gid://shopify/TaxonomyAttribute/7719  : クリームチーズフォーム
gid://shopify/TaxonomyAttribute/7720  : クリームの種類
gid://shopify/TaxonomyAttribute/5131  : クレアチンタイプ
gid://shopify/TaxonomyAttribute/2293  : クリエイティブアート制作の種類
gid://shopify/TaxonomyAttribute/6898  : ベビーベッドアクセサリー機能
gid://shopify/TaxonomyAttribute/6899  : ベビーベッドバンパー機能
gid://shopify/TaxonomyAttribute/6900  : ベビーベッドコンバージョンキットコンポーネント
gid://shopify/TaxonomyAttribute/3104  : ベビーベッド/幼児用ベッド
gid://shopify/TaxonomyAttribute/7310  : クリケットボールのグレード
gid://shopify/TaxonomyAttribute/7311  : クリケットボールの部品構造
gid://shopify/TaxonomyAttribute/7312  : クリケットボールタイプ
gid://shopify/TaxonomyAttribute/7313  : クリケットバット用アクセサリータイプ
gid://shopify/TaxonomyAttribute/7314  : クリケットバットのサイズ
gid://shopify/TaxonomyAttribute/7315  : クリケットバットのサイズ互換性
gid://shopify/TaxonomyAttribute/2849  : クリケット用具を含む
gid://shopify/TaxonomyAttribute/7316  : クリケットヘルメットの役割
gid://shopify/TaxonomyAttribute/7317  : クリケット用レッグガードタイプ
gid://shopify/TaxonomyAttribute/7318  : クリケットプレイヤーの役割
gid://shopify/TaxonomyAttribute/7319  : クリケット保護グレード
gid://shopify/TaxonomyAttribute/7320  : クリケットスタンプベースタイプ
gid://shopify/TaxonomyAttribute/7321  : クリケットのスタンプターゲット機能
gid://shopify/TaxonomyAttribute/7322  : クリケットのスタンプタイプ
gid://shopify/TaxonomyAttribute/7323  : クリケットトレーニングフォーカス
gid://shopify/TaxonomyAttribute/7324  : クリケットセットコンポーネント付き
gid://shopify/TaxonomyAttribute/9335  : クロスステッチ図案のシンボルタイプ
gid://shopify/TaxonomyAttribute/9336  : クロスステッチ仕上げタイプ
gid://shopify/TaxonomyAttribute/9340  : クロスステッチのパターン技法
gid://shopify/TaxonomyAttribute/7325  : クロスカントリービンディングシステム
gid://shopify/TaxonomyAttribute/9337  : クロスステッチFrame生地保持メカニズム
gid://shopify/TaxonomyAttribute/9338  : クロスステッチFrameに含まれるコンポーネント
gid://shopify/TaxonomyAttribute/9339  : クロスステッチFrameタイプ
gid://shopify/TaxonomyAttribute/8240  : クロスバーのShapes／プロファイル
gid://shopify/TaxonomyAttribute/7326  : クロスバースタイル
gid://shopify/TaxonomyAttribute/7327  : クロスボウタイプ
gid://shopify/TaxonomyAttribute/8241  : クロスオーバーコンポーネントタイプ
gid://shopify/TaxonomyAttribute/8242  : クロスオーバー構造
gid://shopify/TaxonomyAttribute/8243  : クロスオーバータイプ
gid://shopify/TaxonomyAttribute/6664  : クラウンプロファイル
gid://shopify/TaxonomyAttribute/6665  : クラウンスタイル
gid://shopify/TaxonomyAttribute/5825  : 粉砕方法
gid://shopify/TaxonomyAttribute/5826  : パンの焦げ目レベル
gid://shopify/TaxonomyAttribute/7721  : クラストのTasteプロファイル
gid://shopify/TaxonomyAttribute/5072  : クラッチ折りたたみタイプ
gid://shopify/TaxonomyAttribute/1589  : 松葉杖の種類
gid://shopify/TaxonomyAttribute/9341  : クリスタル仕上げ
gid://shopify/TaxonomyAttribute/6666  : クリスタル素材
gid://shopify/TaxonomyAttribute/2375  : 結晶系
gid://shopify/TaxonomyAttribute/9342  : クリスタル仕上げスタイル
gid://shopify/TaxonomyAttribute/7722  : キュウリの種類
gid://shopify/TaxonomyAttribute/7328  : キュー対応性
gid://shopify/TaxonomyAttribute/7329  : キュー構造
gid://shopify/TaxonomyAttribute/7330  : キューヘッド素材
gid://shopify/TaxonomyAttribute/7331  : キュー競技との互換性
gid://shopify/TaxonomyAttribute/1239  : キュースのスタイル
gid://shopify/TaxonomyAttribute/7332  : キュースレッドサイズ
gid://shopify/TaxonomyAttribute/7333  : キューチップの硬度
gid://shopify/TaxonomyAttribute/1240  : キューのタイプ
gid://shopify/TaxonomyAttribute/1241  : キューラップ
gid://shopify/TaxonomyAttribute/5105  : カフコネクタータイプ
gid://shopify/TaxonomyAttribute/7334  : カフの高さ
gid://shopify/TaxonomyAttribute/7335  : カフの位置
gid://shopify/TaxonomyAttribute/5104  : カフサイズカテゴリー
gid://shopify/TaxonomyAttribute/5071  : カフスタイル
gid://shopify/TaxonomyAttribute/1495  : 料理
gid://shopify/TaxonomyAttribute/1447  : 料理植物の名前
gid://shopify/TaxonomyAttribute/5827  : 栽培品種
gid://shopify/TaxonomyAttribute/7723  : 栽培方法
gid://shopify/TaxonomyAttribute/5828  : 耕運機のタイプ
gid://shopify/TaxonomyAttribute/17    : カップサイズ
gid://shopify/TaxonomyAttribute/9343  : カップタイプ
gid://shopify/TaxonomyAttribute/5829  : コップウォーマーの機能
gid://shopify/TaxonomyAttribute/7724  : カップケーキサイズ
gid://shopify/TaxonomyAttribute/7725  : カードのサイズ
gid://shopify/TaxonomyAttribute/7336  : 硬化方法
gid://shopify/TaxonomyAttribute/5278  : 硬化方法
gid://shopify/TaxonomyAttribute/7726  : 硬化または準備方法
gid://shopify/TaxonomyAttribute/5246  : カーラーパッド素材
gid://shopify/TaxonomyAttribute/5244  : カーラーサイズ互換性
gid://shopify/TaxonomyAttribute/1650  : カーラータイプ
gid://shopify/TaxonomyAttribute/7337  : カーリングほうきヘッドの素材
gid://shopify/TaxonomyAttribute/7338  : カーリング用ほうきヘッドタイプ
gid://shopify/TaxonomyAttribute/7339  : カーリングシューズのスライダー素材
gid://shopify/TaxonomyAttribute/7340  : カーリング練習用補助具タイプ
gid://shopify/TaxonomyAttribute/1791  : 通貨
gid://shopify/TaxonomyAttribute/2610  : 通貨の種類
gid://shopify/TaxonomyAttribute/7727  : カレーの種類
gid://shopify/TaxonomyAttribute/5830  : カーテンヘッダーのスタイル
gid://shopify/TaxonomyAttribute/5831  : カーテンライニングのタイプ
gid://shopify/TaxonomyAttribute/5832  : カーテンレールのタイプ
gid://shopify/TaxonomyAttribute/5328  : クッションデザイン
gid://shopify/TaxonomyAttribute/7341  : クッションゴムプロファイル
gid://shopify/TaxonomyAttribute/6667  : クッション性レベル
gid://shopify/TaxonomyAttribute/9344  : カスタムLabelコンテンツタイプ
gid://shopify/TaxonomyAttribute/2654  : カスタマーサポートチャネル
gid://shopify/TaxonomyAttribute/9345  : カスタマイズタイプ
gid://shopify/TaxonomyAttribute/7728  : カットまたは準備スタイル
gid://shopify/TaxonomyAttribute/7342  : 耐切創性評価
gid://shopify/TaxonomyAttribute/9346  : カットタイプ
gid://shopify/TaxonomyAttribute/3367  : カッターオプション
gid://shopify/TaxonomyAttribute/9347  : カッティング適用
gid://shopify/TaxonomyAttribute/5833  : 切断ディスクの機能
gid://shopify/TaxonomyAttribute/5834  : 切断ヘッドのタイプ
gid://shopify/TaxonomyAttribute/9348  : カッティングマットGridスタイル
gid://shopify/TaxonomyAttribute/9349  : カッティングマットの用途
gid://shopify/TaxonomyAttribute/5835  : 切断機構の種類
gid://shopify/TaxonomyAttribute/1422  : 切断方法
gid://shopify/TaxonomyAttribute/7343  : サイクリングアパレルフィット
gid://shopify/TaxonomyAttribute/1278  : サイクリングのスタイル
gid://shopify/TaxonomyAttribute/5836  : シリンダーコネクターのタイプ
gid://shopify/TaxonomyAttribute/8248  : シリンダーヘッドアセンブリー
gid://shopify/TaxonomyAttribute/8249  : シリンダーヘッドの素材グレード
gid://shopify/TaxonomyAttribute/8250  : シリンダーヘッドの位置
gid://shopify/TaxonomyAttribute/5083  : シリンダーサイズ指定
gid://shopify/TaxonomyAttribute/9355  : シンバルとドラムケースのホイール構造
gid://shopify/TaxonomyAttribute/9350  : シンバル合金
gid://shopify/TaxonomyAttribute/9351  : シンバル適用
gid://shopify/TaxonomyAttribute/9352  : シンバルアーム取り付けインターフェース
gid://shopify/TaxonomyAttribute/9353  : シンバルアームの回転／位置決め機能
gid://shopify/TaxonomyAttribute/9354  : シンバルアームスタイル
gid://shopify/TaxonomyAttribute/9356  : シンバルハンマリングスタイル
gid://shopify/TaxonomyAttribute/9357  : シンバルキットコンポーネント付き
gid://shopify/TaxonomyAttribute/9358  : シンバルキットアイテム付き
gid://shopify/TaxonomyAttribute/9359  : シンバル旋盤加工
gid://shopify/TaxonomyAttribute/9360  : シンバル演奏スタイル／ジャンル
gid://shopify/TaxonomyAttribute/9361  : シンバルセットの構成
gid://shopify/TaxonomyAttribute/9362  : シンバルサウンドキャラクター
gid://shopify/TaxonomyAttribute/9363  : シンバルサステイン
gid://shopify/TaxonomyAttribute/9364  : シンバルタイプ
gid://shopify/TaxonomyAttribute/9365  : シンバルの音量レベル
gid://shopify/TaxonomyAttribute/9366  : シンバル重量クラス
gid://shopify/TaxonomyAttribute/5347  : DINサイズ
gid://shopify/TaxonomyAttribute/3069  : DJ機器の特徴
